Time/s,Azimuth/deg,Zenith/deg
89921,265.3,91.1966
90241,158.92,95.0638
90561,47.387,96.1533
90881,299.65,90.7116
91201,195.3,90.17193
91521,85.435,92.868
91841,335.63,88.7714
92161,232.38,84.3062
92481,126.32,86.0629
92801,15.249,84.954
93121,270.41,79.229
93441,168.33,78.653
93761,58.952,79.776
94081,310.47,75.176
94401,209.77,72.07
94721,104.65,73.877
95041,353.9,71.492
95361,250.65,66.533
95681,149.93,67.247
96001,40.664,67.198
96321,292.81,61.568
96641,193.84,59.717
96961,89.327,61.362
97281,339.13,56.71
97601,237.65,51.538
97921,138.82,53.557
98241,30.988,52.039
98561,285.67,44.488
98881,189.94,44.637
99201,87.21,47.81
99521,341.5,42.163
99841,245.27,38.357
100161,146.01,44.701
100481,40.332,45.29
100801,302.12,40.202
101121,204.47,44.6
101441,97.072,50.674
101761,353.73,48.452
102081,257.04,48.889
102401,150.76,56.007
102721,42.092,57.477
103041,302.41,55.845
103361,200.53,60.751
103681,90.061,64.859
104001,345.05,63.163
104321,245.65,65.086
104641,137.84,70.355
104961,28.397,70.138
105281,287.27,69.578
105601,183.91,74.604
105921,73.159,76.79
106241,327.69,75.042
106561,226.54,78.459
106881,118,83.1166
107201,8.3524,81.8666
107521,265.6,82.5787
107841,160.3,88.5061
108161,49.036,89.40752
108481,302.45,87.282
108801,198.38,91.561
109121,88.184,95.4429
109441,338.25,92.0667
109761,233.51,91.8226
110081,125.23,96.6437
110401,13.802,95.015
110721,267.87,90.36436
111041,162.11,92.4412
111361,50.819,93.6694
111681,303.13,88.0077
112001,199.93,85.9087
112321,91.196,88.1202
112641,341.09,84.6893
112961,238.34,79.753
113281,133.97,80.9307
113601,23.153,80.3659
113921,277.63,74.928
114241,176.77,73.91
114561,68.569,75.292
114881,319.18,71.091
115201,218.46,67.597
115521,114.93,69.34
115841,4.2388,67.261
116161,259.85,61.837
116481,160.44,62.142
116801,52.531,62.403
117121,303.78,56.333
117441,205.08,53.685
117761,102.81,55.831
118081,353.47,51.458
118401,251.61,45.183
118721,154.8,47.739
119041,49.072,47.938
119361,304.97,40.467
119681,210.01,40.43
120001,107.91,45.984
120321,3.3146,42.747
120641,267.61,39.125
120961,166.94,46.065
121281,59.78,49.109
121601,320.19,45.592
121921,221.96,49.136
122241,113.33,55.676
122561,7.6426,54.764
122881,269.77,54.798
123201,164.2,61.078
123521,54.197,63.029
123841,312.62,61.355
124161,211.51,65.414
124481,101.33,69.541
124801,354.66,67.997
125121,254.82,69.367
125441,148.2,74.598
125761,37.95,74.755
126081,295.41,73.904
126401,192.72,78.866
126721,82.234,81.6339
127041,335.16,79.804
127361,233.33,82.817
127681,125.47,88.0902
128001,14.854,86.9657
128321,270.57,86.6824
128641,165.18,92.4652
128961,53.816,93.8418
129281,306,90.48497
129601,201.31,93.174
129921,91.165,97.1898
130241,340.91,93.3669
130561,236.08,90.98322
130881,128.23,94.6349
131201,16.82,93.3817
131521,271.2,87.6941
131841,166.68,88.157
132161,55.977,89.43006
132481,308.04,84.1406
132801,205.96,81.1169
133121,98.702,83.0205
133441,348.22,80.291
133761,245.43,75.258
134081,142.67,76.075
134401,32.356,75.989
134721,285.79,70.777
135041,185.76,69.339
135361,78.934,70.909
135681,328.79,66.911
136001,227.61,62.86
136321,125.78,64.472
136641,15.64,62.629
136961,270.05,56.503
137281,171.88,56.353
137601,65.885,57.168
137921,316.98,50.759
138241,218.45,47.182
138561,118.59,50.327
138881,10.993,47.073
139201,269.7,40.043
139521,174.07,43.276
139841,69.617,46.051
140161,327.09,40.058
140481,232.23,39.803
140801,128.82,47.09
141121,23.368,46.543
141441,286.8,43.624
141761,185.29,49.967
142081,76.292,54.361
142401,334.37,52.018
142721,235.89,54.634
143041,127.2,60.889
143361,19.512,60.654
143681,280.35,60.269
144001,175.95,65.779
144321,65.299,67.981
144641,321.98,66.212
144961,221.36,69.661
145281,111.91,73.934
145601,3.8427,72.596
145921,263.19,73.545
146241,157.67,78.944
146561,46.906,79.578
146881,302.76,78.425
147201,200.21,83.3094
147521,90.124,86.7644
147841,341.54,84.7072
148161,238.61,86.9187
148481,131.08,92.6231
148801,19.828,91.5722
149121,274.17,89.79071
149441,168.44,94.683
149761,57.07,96.4655
150081,308.66,91.9065
150401,203.88,92.4872
150721,93.976,96.116
151041,343.66,92.3413
151361,239.35,88.2343
151681,132.59,90.5853
152001,21.286,89.78899
152321,275.82,83.8454
152641,172.8,83.1821
152961,63.032,84.5318
153281,314.49,79.862
153601,213.16,76.375
153921,107.49,78.136
154241,356.75,76.017
154561,253.36,70.955
154881,152.03,71.457
155201,42.49,71.748
155521,294.74,66.571
155841,195.18,64.6
156161,89.957,66.288
156481,339.44,62.338
156801,237.5,57.503
157121,137.5,59.004
157441,28.574,57.555
157761,282.12,50.606
158081,185.1,50.006
158401,81.448,51.94
158721,333.54,45.805
159041,235.43,41.307
159361,137.31,45.928
159681,31.434,44.917
160001,291.59,38.212
160321,195.76,41.748
160641,90.607,47.087
160961,347.96,43.467
161281,252.51,43.054
161601,147.64,50.676
161921,40.169,52.073
162241,301.68,49.811
162561,200.37,55.065
162881,90.324,59.864
163201,346.09,58.157
163521,247.31,59.964
163841,139.42,65.742
164161,30.287,65.87
164481,289.79,65.095
164801,186.53,70.065
165121,75.785,72.548
165441,330.84,70.738
165761,230.29,73.768
166081,121.77,78.382
166401,12.508,77.323
166721,270.68,77.871
167041,165.93,83.5372
167361,54.897,84.7195
167681,309.05,83.0835
168001,206.06,87.5905
168321,96.338,91.7279
168641,346.54,89.25396
168961,242.39,90.049847
169281,134.85,95.656
169601,23.304,94.7396
169921,276.86,91.1905
170241,171.05,94.4506
170561,59.761,96.4357
170881,311.28,91.1754
171201,207.12,89.70608
171521,97.957,92.6273
171841,347.54,89.33093
172161,243.87,84.2552
172481,138.67,85.5745
172801,27.637,85.2404
173121,281.84,79.546
173441,180.2,78.211
173761,71.617,79.711
174081,322.3,75.642
174401,221.17,71.869
174721,117.1,73.534
175041,6.34,71.882
175361,261.95,66.659
175681,161.83,66.772
176001,53.413,67.345
176321,304.58,61.984
176641,205.17,59.311
176961,101.86,61.155
177281,351.61,57.277
177601,248.82,51.436
177921,150.77,52.986
178241,43.756,52.451
178561,297.38,44.945
178881,201.35,43.904
179201,99.792,47.694
179521,353.69,43.014
179841,256.56,38.055
180161,158.42,44.001
180481,52.695,45.848
180801,313.35,40.675
181121,216.67,43.834
181441,109.73,50.629
181761,5.2292,49.133
182081,268.57,48.606
182401,163.51,55.553
182721,54.22,57.944
183041,313.57,56.021
183361,212.83,60.226
183681,102.69,64.984
184001,356.53,63.585
184321,257.25,64.729
184641,150.54,70.154
184961,40.465,70.596
185281,298.55,69.518
185601,196.18,74.183
185921,85.707,77.088
186241,339.2,75.307
186561,238.22,77.994
186881,130.62,83.1109
187201,20.363,82.3521
187521,277.03,82.3233
187841,172.55,88.1215
188161,61.451,89.88438
188481,314.02,87.4509
188801,210.22,90.96459
189121,100.66,95.5587
189441,350.14,92.6265
189761,245.14,91.4623
190081,137.57,96.2202
190401,25.967,95.5759
190721,279.41,90.5183
191041,174.21,91.8443
191361,63.266,93.783
191681,314.77,88.5227
192001,211.64,85.5591
192321,103.75,87.8058
192641,353.12,85.1754
192961,249.74,79.796
193281,146.21,80.4551
193601,35.69,80.572
193921,289.1,75.28
194241,188.47,73.508
194561,81.243,75.175
194881,331.18,71.556
195201,229.74,67.448
195521,127.26,68.957
195841,16.838,67.633
196161,271.21,62.022
196481,172.15,61.637
196801,65.282,62.501
197121,315.78,56.834
197441,216.27,53.276
197761,115.21,55.515
198081,6.1003,52.09
198401,262.87,45.196
198721,166.63,47.023
199041,61.769,48.266
199361,316.78,41.146
199681,221.5,39.698
200001,120.48,45.672
200321,15.364,43.575
200641,278.9,39.074
200961,179.47,45.314
201281,72.174,49.477
201601,331.37,46.122
201921,234.03,48.538
202241,126.08,55.52
202561,19.301,55.351
202881,281.12,54.644
203201,176.87,60.629
203521,66.498,63.407
203841,323.84,61.57
204161,223.58,64.935
204481,114.03,69.606
204801,6.3113,68.425
205121,266.28,69.057
205441,160.81,74.354
205761,50.176,75.199
206081,306.74,73.901
206401,204.8,78.409
206721,94.832,81.8958
