Time/s,Azimuth/deg,Zenith/deg
160961,347.96,43.467
161121,300.39,41.785
161281,252.51,43.054
161441,201.46,46.825
161601,147.64,50.676
161761,93.164,52.564
161921,40.169,52.073
162081,349.91,50.453
162241,301.68,49.811
162401,252.61,51.546
162561,200.37,55.065
162721,145.53,58.379
162881,90.324,59.864
163041,36.847,59.36
163201,346.09,58.157
163361,297.13,58.058
163521,247.31,59.964
163681,194.59,63.102
163841,139.42,65.742
164001,83.964,66.626
164161,30.287,65.87
164321,339.24,64.834
164481,289.79,65.095
164641,239.5,67.168
164801,186.53,70.065
164961,131.28,72.174
165121,75.785,72.548
165281,22.072,71.585
165441,330.84,70.738
165601,280.99,71.405
165761,230.29,73.768
165921,177.1,76.616
166081,121.77,78.382
166241,66.276,78.388
166401,12.508,77.323
166561,321.02,76.736
166721,270.68,77.871
166881,219.45,80.616
167041,165.93,83.5372
167201,110.47,85.0549
167361,54.897,84.7195
167521,0.95934,83.5082
167681,309.05,83.0835
167841,258.02,84.5603
168001,206.06,87.5905
168161,152.03,90.53227
168321,96.338,91.7279
168481,40.657,90.88324
168641,346.54,89.25396
168801,294.18,88.6333
168961,242.39,90.049847
169121,189.55,92.9857
169281,134.85,95.656
169441,78.898,96.3158
169601,23.304,94.7396
169761,329.33,92.3953
169921,276.86,91.1905
170081,224.59,92.0862
170241,171.05,94.4506
170401,115.79,96.4702
170561,59.761,96.4357
170721,4.6133,94.1603
170881,311.28,91.1754
171041,259.28,89.40184
171201,207.12,89.70608
171361,153.4,91.3641
171521,97.957,92.6273
171681,42.08,91.9796
171841,347.54,89.33093
172001,295.07,86.1549
172161,243.87,84.2552
172321,192.19,84.3402
172481,138.67,85.5745
172641,83.311,86.2924
172801,27.637,85.2404
172961,333.57,82.5158
173121,281.84,79.546
173281,231.37,77.952
173441,180.2,78.211
173601,126.89,79.331
173761,71.617,79.711
173921,16.066,78.364
174081,322.3,75.642
174241,271.09,73.001
174401,221.17,71.869
174561,170.32,72.442
174721,117.1,73.534
174881,61.843,73.588
175041,6.34,71.882
175201,312.76,69.057
175361,261.95,66.659
175521,212.46,65.941
175681,161.83,66.772
175841,108.66,67.745
176001,53.413,67.345
176161,357.97,65.106
176321,304.58,61.984
176481,254.17,59.687
176641,205.17,59.311
176801,154.86,60.359
176961,101.86,61.155
177121,46.802,60.2
177281,351.61,57.277
177441,298.59,53.691
177601,248.82,51.436
177761,200.55,51.519
177921,150.77,52.986
178081,98.215,53.804
178241,43.756,52.451
178401,349.4,48.934
178561,297.38,44.945
178721,248.76,42.928
178881,201.35,43.904
179041,151.94,46.321
179201,99.792,47.694
179361,46.321,46.509
179521,353.69,43.014
179681,303.79,39.254
179841,256.56,38.055
180001,208.92,40.347
180161,158.42,44.001
180321,105.67,46.279
180481,52.695,45.848
180641,1.5975,43.252
180801,313.35,40.675
180961,266.18,40.69
181121,216.67,43.834
181281,163.94,47.973
181441,109.73,50.629
181601,56.26,50.766
181761,5.2292,49.133
181921,316.78,47.764
182081,268.57,48.606
182241,217.59,51.803
182401,163.51,55.553
182561,108.31,57.844
182721,54.22,57.944
182881,2.7176,56.727
183041,313.57,56.021
183201,264.48,57.25
183361,212.83,60.226
183521,158.28,63.344
183681,102.69,64.984
183841,48.329,64.727
184001,356.53,63.585
184161,306.89,63.242
184321,257.25,64.729
184481,205.25,67.553
184641,150.54,70.154
184801,94.879,71.203
184961,40.465,70.596
185121,348.53,69.508
185281,298.55,69.518
185441,248.47,71.336
185601,196.18,74.183
185761,141.38,76.466
185921,85.707,77.088
186081,31.281,76.253
186241,339.2,75.307
186401,288.82,75.744
186561,238.22,77.994
186721,185.58,81.0054
186881,130.62,83.1109
187041,74.887,83.3914
187201,20.363,82.3521
187361,327.98,81.5207
187521,277.03,82.3233
187681,225.73,84.9531
187841,172.55,88.1215
188001,117.31,90.037608
188161,61.451,89.88438
188321,6.7759,88.4479
188481,314.02,87.4509
188641,262.38,88.2838
188801,210.22,90.96459
188961,156.29,94.0285
189121,100.66,95.5587
189281,44.754,94.7577
189441,350.14,92.6265
189601,297.25,91.0702
189761,245.14,91.4623
189921,192.22,93.6949
190081,137.57,96.2202
190241,81.644,97.1067
190401,25.967,95.5759
190561,331.87,92.7183
190721,279.41,90.5183
190881,227.38,90.2995
191041,174.21,91.8443
191201,119.23,93.6008
191361,63.266,93.783
191521,8.0476,91.7314
191681,314.77,88.5227
191841,263.13,86.0666
192001,211.64,85.5591
192161,158.68,86.6508
192321,103.75,87.8058
192481,47.918,87.4594
192641,353.12,85.1754
192801,300.56,82.0349
192961,249.74,79.796
193121,198.86,79.447
193281,146.21,80.4551
193441,91.404,81.2771
193601,35.69,80.572
193761,341.15,78.183
193921,289.1,75.28
194081,238.89,73.48
194241,188.47,73.508
194401,136.01,74.598
194561,81.243,75.175
194721,25.567,74.112
194881,331.18,71.556
195041,279.49,68.831
195201,229.74,67.448
195361,179.63,67.836
195521,127.26,68.957
195681,72.489,69.197
195841,16.838,67.633
196001,322.58,64.729
196161,271.21,62.022
196321,221.93,60.957
196481,172.15,61.637
196641,119.94,62.711
